BMI088 initialized
motor_driver: init (motors disabled by default)
motor_driver: VELOCITY CLOSED-LOOP mode (ESP-side position control)
motor_driver: enabled=NO
motor_driver: encoder LEFT_ID=8 pos=0
motor_driver: encoder RIGHT_ID=7 pos=0
BALANCER: controller initialized (Kp=26.0000 Ki=1.1500 Kd=0.8500 deadband=0.0200)
TUNING: loaded persisted gyro_bias rad/s = 0.002814, 0.006259, -0.000865
TUNING: synced persisted gyro_bias from imu calibration (rad/s = 0.001816, 0.006141, -0.000304)
IMU tasks started
BOOT DEBUG: setup complete, entering main loop

== Main Menu ==
  1 - Calibration (BMI088)
  2 - Motor control
  3 - Madgwick tuning
  5 - Balancer (PID)
  4 - Log channels
  0 - Exit menu
RX: TUNING START 10000
timestamp_ms,pitch_deg,pitch_rad,pitch_rate_deg,pitch_rate_rad,ax,ay,az,gx,gy,gz,temp_C,left_cmd,right_cmd
3898,-0.726851,-0.012686,0.518205,0.009044,-0.141635,0.296182,-9.768861,-0.000511,0.001907,0.003396,24.750,0.000000,0.000000
3904,-0.723597,-0.012629,0.542253,0.009464,-0.127270,0.238719,-9.797592,-0.003702,0.000822,0.001231,24.750,0.000000,0.000000
3910,-0.719668,-0.012561,0.654835,0.011429,-0.148818,0.238719,-9.740129,-0.002599,-0.000251,0.001219,24.750,0.000000,0.000000
3916,-0.713798,-0.012458,0.978469,0.017078,-0.184732,0.231536,-9.811958,0.000622,-0.004510,0.001206,24.750,0.000000,0.000000
3922,-0.708177,-0.012360,0.936785,0.016350,-0.220647,0.217170,-9.761678,0.000616,-0.002334,0.000129,24.750,0.000000,0.000000
3928,-0.704385,-0.012294,0.631997,0.011030,-0.170367,0.310547,-9.761678,-0.002586,0.000885,0.000128,24.750,0.000000,0.000000
3934,-0.699874,-0.012215,0.751748,0.013120,-0.170367,0.253085,-9.768861,-0.002560,-0.001254,-0.000939,24.750,0.000000,0.000000
3940,-0.695813,-0.012144,0.676936,0.011815,-0.141635,0.267450,-9.847872,0.001727,-0.001242,-0.003060,24.750,0.000000,0.000000
3946,-0.692771,-0.012091,0.506910,0.008847,-0.120087,0.231536,-9.776044,0.007036,0.000901,-0.000899,24.750,0.000000,0.000000
3952,-0.689167,-0.012028,0.600701,0.010484,-0.134452,0.209987,-9.747313,0.005900,-0.000173,-0.001955,24.750,0.000000,0.000000
3958,-0.684368,-0.011944,0.799772,0.013959,-0.141635,0.217170,-9.761678,0.002645,-0.003367,-0.000870,24.750,0.000000,0.000000
3964,-0.679876,-0.011866,0.748813,0.013069,-0.199098,0.231536,-9.783226,-0.000577,-0.000138,0.001269,24.750,0.000000,0.000000
3970,-0.675225,-0.011785,0.775129,0.013529,-0.184732,0.231536,-9.790409,-0.001636,-0.001202,0.002322,24.750,0.000000,0.000000
3976,-0.671609,-0.011722,0.602613,0.010518,-0.112904,0.288999,-9.776044,0.002641,-0.001190,0.000168,24.750,0.000000,0.000000
3982,-0.667410,-0.011649,0.699854,0.012215,-0.156001,0.260267,-9.790409,0.003680,-0.001178,-0.000899,24.750,0.000000,0.000000
3988,-0.663698,-0.011584,0.618586,0.010796,-0.148818,0.245902,-9.761678,0.000447,-0.000101,-0.003021,24.750,0.000000,0.000000
3994,-0.659873,-0.011517,0.637547,0.011127,-0.156001,0.209987,-9.754495,-0.000622,-0.000100,0.000205,24.750,0.000000,0.000000
4000,-0.655660,-0.011443,0.702273,0.012257,-0.184732,0.267450,-9.776044,0.000449,-0.000099,0.000203,24.750,0.000000,0.000000
4006,-0.651715,-0.011375,0.657352,0.011473,-0.191915,0.260267,-9.754495,0.002575,0.000968,0.000201,24.750,0.000000,0.000000
4012,-0.647219,-0.011296,0.749364,0.013079,-0.206281,0.224353,-9.790409,0.002549,-0.000107,0.000199,24.750,0.000000,0.000000
4018,-0.643254,-0.011227,0.660812,0.011533,-0.170367,0.238719,-9.804775,0.003589,-0.000106,-0.001933,24.750,0.000000,0.000000
4024,-0.640785,-0.011184,0.411510,0.007182,-0.141635,0.253085,-9.761678,0.001423,0.003091,-0.000849,24.750,0.000000,0.000000
4030,-0.636997,-0.011118,0.631339,0.011019,-0.156001,0.288999,-9.783226,0.002474,-0.000136,0.002356,24.750,0.000000,0.000000
4036,-0.632125,-0.011033,0.812108,0.014174,-0.156001,0.267450,-9.747313,0.004580,-0.003331,0.000202,24.750,0.000000,0.000000
4042,-0.627862,-0.010958,0.710473,0.012400,-0.141635,0.238719,-9.776044,0.001338,-0.002232,-0.001931,24.750,0.000000,0.000000
4048,-0.624122,-0.010893,0.623237,0.010878,-0.156001,0.238719,-9.776044,-0.001871,-0.000079,0.002349,24.750,0.000000,0.000000
4054,-0.620564,-0.010831,0.593097,0.010351,-0.170367,0.253085,-9.754495,0.000278,0.000987,0.000195,24.750,0.000000,0.000000
4060,-0.617102,-0.010770,0.576991,0.010070,-0.112904,0.238719,-9.768861,0.000275,-0.001154,-0.001937,24.750,0.000000,0.000000
4066,-0.613206,-0.010702,0.649348,0.011333,-0.170367,0.253085,-9.776044,-0.001858,-0.000077,-0.000853,24.750,0.000000,0.000000
4072,-0.609757,-0.010642,0.574794,0.010032,-0.191915,0.260267,-9.783226,0.001356,0.002055,-0.001909,24.750,0.000000,0.000000
4078,-0.606139,-0.010579,0.602951,0.010523,-0.177550,0.274633,-9.761678,-0.001853,0.000969,-0.001890,24.750,0.000000,0.000000
4084,-0.603864,-0.010539,0.379218,0.006619,-0.134452,0.238719,-9.754495,0.002427,0.003090,-0.001871,24.750,0.000000,0.000000
4090,-0.601693,-0.010502,0.361751,0.006314,-0.177550,0.238719,-9.718580,0.001337,0.005189,-0.000787,24.750,0.000000,0.000000
4096,-0.598943,-0.010454,0.458441,0.008001,-0.141635,0.231536,-9.804775,-0.000807,0.001942,-0.001845,24.750,0.000000,0.000000
4102,-0.595608,-0.010395,0.555824,0.009701,-0.156001,0.224353,-9.783226,-0.001864,0.000857,0.000304,24.750,0.000000,0.000000
4108,-0.591121,-0.010317,0.747755,0.013051,-0.184732,0.260267,-9.747313,0.000285,-0.001282,0.002432,24.750,0.000000,0.000000
4114,-0.587985,-0.010262,0.522714,0.009123,-0.170367,0.274633,-9.790409,0.000282,0.001926,-0.001854,24.750,0.000000,0.000000
4120,-0.584223,-0.010197,0.627052,0.010944,-0.213464,0.238719,-9.776044,-0.001851,0.001907,0.001361,24.750,0.000000,0.000000
4126,-0.580305,-0.010128,0.652995,0.011397,-0.199098,0.238719,-9.797592,-0.002898,0.000823,0.001347,24.750,0.000000,0.000000
4132,-0.577204,-0.010074,0.516809,0.009020,-0.141635,0.274633,-9.790409,0.000327,0.000815,0.000268,24.750,0.000000,0.000000
4138,-0.574440,-0.010026,0.460611,0.008039,-0.170367,0.238719,-9.783226,-0.003938,0.002937,-0.000800,24.750,0.000000,0.000000
4144,-0.570257,-0.009953,0.697275,0.012170,-0.191915,0.238719,-9.747313,0.002494,-0.000288,0.000274,24.750,0.000000,0.000000
4150,-0.567094,-0.009898,0.527090,0.009199,-0.120087,0.260267,-9.732946,0.003534,-0.000285,0.000271,24.750,0.000000,0.000000
4156,-0.564087,-0.009845,0.501174,0.008747,-0.163184,0.260267,-9.783226,-0.000763,0.001848,-0.001862,24.750,0.000000,0.000000
4162,-0.559347,-0.009762,0.789954,0.013787,-0.156001,0.238719,-9.819140,-0.001820,-0.003497,0.000287,24.750,0.000000,0.000000
4168,-0.555813,-0.009701,0.589077,0.010281,-0.148818,0.224353,-9.740129,-0.000737,-0.000266,0.000284,24.750,0.000000,0.000000
4174,-0.552196,-0.009638,0.602791,0.010521,-0.156001,0.281816,-9.754495,-0.000729,-0.000263,-0.000784,24.750,0.000000,0.000000
4180,-0.548656,-0.009576,0.589975,0.010297,-0.177550,0.224353,-9.776044,-0.002853,0.000805,-0.000776,24.750,0.000000,0.000000
4186,-0.544993,-0.009512,0.610493,0.010655,-0.134452,0.281816,-9.761678,-0.001759,-0.001334,-0.000768,24.750,0.000000,0.000000
4192,-0.541780,-0.009456,0.535503,0.009346,-0.156001,0.288999,-9.819140,-0.002807,0.000810,0.000304,24.750,0.000000,0.000000
4198,-0.538342,-0.009396,0.573033,0.010001,-0.170367,0.188439,-9.747313,0.000417,0.000802,0.002432,24.750,0.000000,0.000000
4204,-0.534759,-0.009333,0.597232,0.010424,-0.156001,0.267450,-9.754495,0.000413,-0.000272,0.000277,24.750,0.000000,0.000000
4210,-0.530665,-0.009262,0.682272,0.011908,-0.220647,0.245902,-9.783226,-0.001721,0.000796,-0.002922,24.750,0.000000,0.000000
4216,-0.527678,-0.009210,0.497803,0.008688,-0.141635,0.224353,-9.761678,-0.005965,0.000789,-0.001827,24.750,0.000000,0.000000
4222,-0.523914,-0.009144,0.627319,0.010949,-0.170367,0.217170,-9.740129,-0.000579,-0.000285,-0.000743,24.750,0.000000,0.000000
4228,-0.520196,-0.009079,0.619644,0.010815,-0.141635,0.253085,-9.797592,-0.000574,-0.001347,0.002460,24.750,0.000000,0.000000
4234,-0.517135,-0.009026,0.510236,0.008905,-0.148818,0.303365,-9.776044,-0.001633,0.000797,-0.000761,24.750,0.000000,0.000000
4240,-0.513599,-0.008964,0.589335,0.010286,-0.156001,0.238719,-9.725763,0.000514,-0.000276,-0.000753,24.750,0.000000,0.000000
4246,-0.509981,-0.008901,0.603040,0.010525,-0.163184,0.231536,-9.768861,0.000509,-0.000274,-0.000745,24.750,0.000000,0.000000
4252,-0.506571,-0.008841,0.568266,0.009918,-0.148818,0.288999,-9.797592,-0.003758,-0.000271,0.001393,24.750,0.000000,0.000000
4258,-0.503480,-0.008787,0.515172,0.008991,-0.177550,0.195622,-9.704215,-0.000524,0.001862,0.000313,24.750,0.000000,0.000000
4264,-0.498580,-0.008702,0.816768,0.014255,-0.177550,0.253085,-9.761678,0.005873,-0.003483,-0.000755,24.750,0.000000,0.000000
4270,-0.494853,-0.008637,0.621040,0.010839,-0.148818,0.253085,-9.804775,0.001553,-0.001317,-0.001813,24.750,0.000000,0.000000
4276,-0.490857,-0.008567,0.666041,0.011625,-0.141635,0.296182,-9.761678,0.000472,-0.002369,0.000336,24.750,0.000000,0.000000
4282,-0.487039,-0.008500,0.636373,0.011107,-0.156001,0.245902,-9.768861,0.001533,-0.001280,0.001398,24.750,0.000000,0.000000
4288,-0.483493,-0.008439,0.590971,0.010314,-0.163184,0.281816,-9.740129,-0.000613,-0.000202,0.001384,24.750,0.000000,0.000000
4294,-0.481136,-0.008397,0.392860,0.006857,-0.184732,0.238719,-9.776044,-0.003803,0.004061,-0.000761,24.750,0.000000,0.000000
4300,-0.477418,-0.008333,0.619626,0.010815,-0.227830,0.217170,-9.747313,-0.000569,0.001890,0.000312,24.750,0.000000,0.000000
4306,-0.473932,-0.008272,0.581011,0.010141,-0.134452,0.253085,-9.783226,0.000502,-0.001325,-0.000756,24.750,0.000000,0.000000
4312,-0.469705,-0.008198,0.704550,0.012297,-0.163184,0.245902,-9.790409,0.005823,-0.002377,-0.003944,24.750,0.000000,0.000000
4318,-0.466582,-0.008143,0.520508,0.009085,-0.163184,0.310547,-9.754495,0.003635,0.000843,-0.002840,24.750,0.000000,0.000000
4324,-0.463035,-0.008081,0.591096,0.010317,-0.141635,0.281816,-9.783226,0.002533,-0.001296,-0.001746,24.750,0.000000,0.000000
4330,-0.459580,-0.008021,0.575861,0.010051,-0.134452,0.202805,-9.718580,-0.002819,-0.001283,0.000402,24.750,0.000000,0.000000
4336,-0.456834,-0.007973,0.457729,0.007989,-0.163184,0.224353,-9.790409,-0.004921,0.001925,0.003594,24.750,0.000000,0.000000
4342,-0.454415,-0.007931,0.403123,0.007036,-0.141635,0.217170,-9.804775,-0.000611,0.001906,-0.001768,24.750,0.000000,0.000000
4348,-0.451410,-0.007879,0.500872,0.008742,-0.156001,0.288999,-9.740129,-0.002735,0.000822,-0.000686,24.750,0.000000,0.000000
4354,-0.448113,-0.007821,0.549412,0.009589,-0.177550,0.231536,-9.776044,0.002618,0.000813,-0.000679,24.750,0.000000,0.000000
4360,-0.444179,-0.007752,0.655667,0.011444,-0.170367,0.253085,-9.711398,0.001527,-0.001325,-0.001737,24.750,0.000000,0.000000
4366,-0.440080,-0.007681,0.683175,0.011924,-0.184732,0.202805,-9.804775,-0.001684,-0.001312,-0.001720,24.750,0.000000,0.000000
4372,-0.436542,-0.007619,0.589597,0.010290,-0.170367,0.238719,-9.790409,-0.001667,-0.000234,0.002559,24.750,0.000000,0.000000
4378,-0.433579,-0.007567,0.493984,0.008622,-0.156001,0.267450,-9.754495,-0.001651,0.000834,0.001468,24.750,0.000000,0.000000
4384,-0.430158,-0.007508,0.570014,0.009949,-0.163184,0.288999,-9.711398,0.002627,-0.000240,-0.002808,24.750,0.000000,0.000000
4390,-0.426568,-0.007445,0.598406,0.010444,-0.177550,0.296182,-9.804775,0.003666,-0.000237,-0.002780,24.750,0.000000,0.000000
4396,-0.423479,-0.007391,0.514874,0.008986,-0.141635,0.296182,-9.790409,-0.002762,-0.000235,-0.000622,24.750,0.000000,0.000000
4402,-0.419928,-0.007329,0.591763,0.010328,-0.199098,0.238719,-9.718580,-0.002735,0.000833,0.001515,24.750,0.000000,0.000000
4408,-0.417518,-0.007287,0.401638,0.007010,-0.170367,0.288999,-9.718580,-0.001642,0.002955,0.002565,24.750,0.000000,0.000000
4414,-0.413783,-0.007222,0.622539,0.010865,-0.163184,0.267450,-9.847872,0.001570,-0.001336,-0.000656,24.750,0.000000,0.000000
4420,-0.410234,-0.007160,0.591590,0.010325,-0.148818,0.224353,-9.754495,0.000489,-0.001322,0.001481,24.750,0.000000,0.000000
4426,-0.406768,-0.007099,0.577671,0.010082,-0.170367,0.245902,-9.768861,-0.000581,-0.000244,0.000401,24.750,0.000000,0.000000
4432,-0.403774,-0.007047,0.498906,0.008708,-0.163184,0.260267,-9.768861,0.001555,0.000824,0.001462,24.750,0.000000,0.000000
4438,-0.399862,-0.006979,0.652016,0.011380,-0.177550,0.267450,-9.797592,0.002605,-0.001315,0.000382,24.750,0.000000,0.000000
4444,-0.395295,-0.006899,0.761201,0.013285,-0.199098,0.274633,-9.754495,0.002579,-0.002367,-0.002818,24.750,0.000000,0.000000
4450,-0.391509,-0.006833,0.630948,0.011012,-0.170367,0.245902,-9.768861,-0.002773,-0.001278,0.000407,24.750,0.000000,0.000000
4456,-0.387766,-0.006768,0.623833,0.010888,-0.141635,0.288999,-9.761678,-0.002745,-0.002331,0.002533,24.750,0.000000,0.000000
4462,-0.384611,-0.006713,0.525933,0.009179,-0.127270,0.217170,-9.754495,0.001543,-0.001242,0.001442,24.750,0.000000,0.000000
4468,-0.380973,-0.006649,0.606219,0.010581,-0.163184,0.231536,-9.790409,-0.000603,-0.001230,0.000363,24.750,0.000000,0.000000
4474,-0.377882,-0.006595,0.515217,0.008992,-0.177550,0.260267,-9.768861,0.002599,0.000913,-0.001772,24.750,0.000000,0.000000
4480,-0.374328,-0.006533,0.592408,0.010339,-0.184732,0.238719,-9.783226,0.004704,-0.000161,-0.000689,24.750,0.000000,0.000000
4486,-0.370104,-0.006460,0.703967,0.012287,-0.206281,0.281816,-9.761678,0.003591,-0.001225,0.000384,24.750,0.000000,0.000000
4492,-0.367023,-0.006406,0.513429,0.008961,-0.127270,0.245902,-9.776044,-0.004967,-0.001213,-0.003881,24.750,0.000000,0.000000
4498,-0.363192,-0.006339,0.638543,0.011145,-0.206281,0.260267,-9.740129,-0.002787,-0.000135,-0.001712,24.750,0.000000,0.000000
4504,-0.360272,-0.006288,0.486575,0.008492,-0.141635,0.224353,-9.747313,0.000437,-0.000134,0.001501,24.750,0.000000,0.000000
4510,-0.357642,-0.006242,0.438448,0.007652,-0.148818,0.274633,-9.804775,-0.002763,0.000933,0.000421,24.750,0.000000,0.000000
4516,-0.354264,-0.006183,0.562966,0.009826,-0.148818,0.267450,-9.689849,-0.001670,-0.001207,-0.001714,24.750,0.000000,0.000000
4522,-0.350936,-0.006125,0.554686,0.009681,-0.199098,0.317730,-9.761678,0.001542,0.000936,-0.000632,24.750,0.000000,0.000000
4528,-0.346536,-0.006048,0.733378,0.012800,-0.249378,0.260267,-9.754495,0.000462,-0.000139,-0.000625,24.750,0.000000,0.000000
4534,-0.342203,-0.005973,0.722039,0.012602,-0.220647,0.209987,-9.826324,-0.002739,-0.001203,0.000446,24.750,0.000000,0.000000
4540,-0.337843,-0.005896,0.726784,0.012685,-0.170367,0.260267,-9.768861,0.003680,-0.003322,0.000442,24.750,0.000000,0.000000
4546,-0.335169,-0.005850,0.445594,0.007777,-0.156001,0.260267,-9.761678,-0.001683,0.000973,0.000437,24.750,0.000000,0.000000
4552,-0.333838,-0.005827,0.221785,0.003871,-0.112904,0.224353,-9.747313,-0.001666,0.003094,-0.000632,24.750,0.000000,0.000000
4558,-0.331059,-0.005778,0.463177,0.008084,-0.163184,0.267450,-9.747313,0.000481,0.000932,-0.000626,24.750,0.000000,0.000000
4564,-0.327181,-0.005710,0.646396,0.011282,-0.163184,0.181256,-9.732946,-0.001654,-0.002273,-0.000620,24.750,0.000000,0.000000
4570,-0.323890,-0.005653,0.548438,0.009572,-0.148818,0.224353,-9.768861,-0.002703,-0.001185,0.001517,24.750,0.000000,0.000000
4576,-0.320425,-0.005592,0.577569,0.010080,-0.163184,0.267450,-9.819140,-0.003741,-0.001173,0.000437,24.750,0.000000,0.000000
4582,-0.317635,-0.005544,0.464942,0.008115,-0.141635,0.267450,-9.797592,-0.000508,-0.000096,0.000432,24.750,0.000000,0.000000
4588,-0.315208,-0.005501,0.404471,0.007059,-0.141635,0.238719,-9.747313,0.001628,0.000970,0.000428,24.750,0.000000,0.000000
4594,-0.312723,-0.005458,0.414236,0.007230,-0.120087,0.253085,-9.754495,0.001611,-0.000105,0.000424,24.750,0.000000,0.000000
4600,-0.308671,-0.005387,0.675317,0.011787,-0.206281,0.260267,-9.768861,0.000530,-0.001169,-0.000646,24.750,0.000000,0.000000
4606,-0.305436,-0.005331,0.539202,0.009411,-0.148818,0.209987,-9.732946,0.001590,-0.001157,-0.001705,24.750,0.000000,0.000000
4612,-0.302186,-0.005274,0.541573,0.009452,-0.177550,0.267450,-9.819140,0.002639,-0.000081,0.001508,24.750,0.000000,0.000000
4618,-0.299393,-0.005225,0.465640,0.008127,-0.170367,0.217170,-9.754495,-0.000583,0.000986,0.002558,24.750,0.000000,0.000000
4624,-0.296100,-0.005168,0.548825,0.009579,-0.156001,0.267450,-9.783226,0.004749,-0.001155,-0.004924,24.750,0.000000,0.000000
4630,-0.291322,-0.005085,0.796255,0.013897,-0.235012,0.288999,-9.747313,0.006833,-0.002209,-0.001679,24.750,0.000000,0.000000
4636,-0.287756,-0.005022,0.594324,0.010373,-0.177550,0.238719,-9.826324,0.002503,-0.001121,-0.000597,24.750,0.000000,0.000000
4642,-0.284659,-0.004968,0.516128,0.009008,-0.170367,0.245902,-9.797592,0.001413,-0.000045,0.000474,24.750,0.000000,0.000000
4648,-0.281595,-0.004915,0.510721,0.008914,-0.141635,0.238719,-9.725763,0.000333,-0.001110,-0.000596,24.750,0.000000,0.000000
4654,-0.279752,-0.004883,0.307158,0.005361,-0.134452,0.260267,-9.747313,-0.000735,0.002097,-0.002720,24.750,0.000000,0.000000
4660,-0.277570,-0.004845,0.363641,0.006347,-0.184732,0.253085,-9.783226,0.000337,0.003142,-0.001628,24.750,0.000000,0.000000
4666,-0.274549,-0.004792,0.503557,0.008789,-0.191915,0.267450,-9.790409,0.002464,0.000980,-0.000546,24.750,0.000000,0.000000
